Date;Time;Start;MotorAmps;Motor_Rpm;Battery_A;Battery_V;VLeft;VRight;VVehicle;SOC;kWh;Battery_kW;Motor_kW?;AvailBattkW;QCVoltage;QCCommA;MaximumA?;Chargeremainmin;Charge Current??;ACPower?;heaterPower?;ChargeV??;InverterV
20230116 090006.571706;1673856006.571706;False;83.5;1529.5;-50.0;363.5;22.91;23.14;22.06;55.46875;8.16;-18.175;13.374100265535889;110;33;0;59;48;0.0;0.0;3.75;0;366
20230116 090007.584566;1673856007.584566;False;72.5;1772.5;-49.0;364.0;26.615;26.745;25.57;55.46875;8.16;-17.836;13.457143031345778;110;33;0;59;48;0.0;0.0;3.75;0;366
20230116 090008.594758;1673856008.594758;False;95.5;2108.5;-76.0;357.5;31.445;32.14;30.46;55.37109375;8.16;-27.17;21.086553150466152;110;33;0;59;48;0.0;0.0;3.75;0;360
20230116 090009.615117;1673856009.615117;False;30.0;2329.5;-48.0;362.5;35.585;35.365;33.99;55.37109375;8.16;-17.4;7.3183400865374235;110;33;0;59;48;0.0;0.0;3.75;0;366
20230116 090010.629372;1673856010.629372;False;-16.0;2227.5;-4.0;372.5;33.8;33.795;32.39;55.2734375;8.16;-1.49;-3.7322120724646743;110;33;0;59;48;0.0;0.0;4.0;0;376
20230116 090011.638898;1673856011.638898;False;-62.5;1868.5;18.0;378.0;28.095;28.87;27.29;55.2734375;8.16;6.804;-12.229303902567768;110;33;0;59;48;0.0;0.0;4.0;0;380
20230116 090012.652098;1673856012.652098;False;-10.5;1621.5;-11.5;372.0;23.39;25.315;23.33;55.37109375;8.16;-4.278;-1.7829323707285476;110;33;0;59;48;0.0;0.0;4.0;0;374
20230116 090013.664281;1673856013.664281;False;103.5;1790.5;-73.5;359.0;25.835;27.845;25.72;55.2734375;8.16;-26.3865;19.40632467957121;110;33;0;59;48;0.0;0.0;4.0;0;360
20230116 090014.686637;1673856014.686637;False;125.0;2151.5;-101.0;352.5;32.22;32.375;30.95;55.2734375;8.16;-35.6025;28.163069142493498;110;33;0;59;48;0.0;0.0;4.25;0;354
20230116 090015.702324;1673856015.702324;False;71.0;2462.5;-76.0;356.5;37.23;37.01;35.57;55.17578125;8.16;-27.094;18.308940185733515;110;33;0;59;48;0.0;0.0;4.25;0;360
20230116 090016.714660;1673856016.71466;False;-16.0;2413.5;-5.0;372.5;36.29;36.335;34.8;55.17578125;8.16;-1.8625;-4.043858063700782;110;33;0;59;48;0.0;0.0;4.5;0;374
20230116 090017.732761;1673856017.732761;False;-33.5;2232.5;0.0;373.0;33.825;33.645;32.33;55.17578125;8.16;0.0;-7.8318595857054545;110;33;0;59;48;0.0;0.0;4.75;0;376
20230116 090018.746859;1673856018.746859;False;-56.0;1893.5;17.5;377.5;28.915;28.535;27.53;55.17578125;8.16;6.60625;-11.104063953868245;110;33;0;59;48;0.0;0.0;4.75;0;380
20230116 090019.765979;1673856019.765979;False;-66.0;1561.5;13.5;377.5;23.545;23.56;22.57;55.17578125;8.16;5.09625;-10.792313242877016;110;33;0;59;48;0.0;0.0;4.75;0;380
20230116 090020.781761;1673856020.781761;False;-61.0;1277.5;7.0;376.0;19.44;19.105;18.47;55.17578125;8.16;2.632;-8.160548717087288;110;33;0;59;48;0.0;0.0;4.75;0;378
20230116 090021.793203;1673856021.793203;False;-43.0;861.5;-6.0;373.5;13.385;13.13;12.7;55.17578125;8.16;-2.241;-3.8792909685302366;110;33;0;59;48;0.0;0.0;4.75;0;376
20230116 090022.802172;1673856022.802172;False;0.0;452.5;-10.5;372.5;7.09;6.825;6.66;55.17578125;8.16;-3.91125;0.0;110;33;0;59;48;0.0;0.0;4.75;0;374
20230116 090023.822875;1673856023.822875;False;14.0;249.5;-16.5;371.5;3.79;3.62;3.54;55.17578125;8.16;-6.12975;0.3657861046329716;110;33;0;59;48;0.0;0.0;5.0;0;374
20230116 090024.839405;1673856024.839405;False;38.0;22.5;-15.5;371.5;0.0;0.0;0.0;55.17578125;8.16;-5.75825;0.0895353906273091;110;33;0;59;48;0.0;0.0;5.0;0;374
20230116 090025.850271;1673856025.850271;False;0;0.5;-12.5;372.0;0.0;0.0;0.0;55.17578125;8.16;-4.65;0.0;110;33;0;59;48;0.0;0.0;5.0;0;374
20230116 090026.861184;1673856026.861184;False;0;0.5;-13.0;372.0;0.0;0.0;0.0;55.078125;8.16;-4.836;0.0;110;33;0;59;48;0.0;0.0;5.0;0;374
20230116 090027.872404;1673856027.872404;False;0;0.5;-13.0;372.0;0.0;0.0;0.0;55.078125;8.16;-4.836;0.0;110;33;0;59;48;0.0;0.0;5.0;0;374
20230116 090028.881558;1673856028.881558;False;0;0.5;-16.5;371.0;0.0;0.0;0.0;55.078125;8.16;-6.1215;0.0;110;33;0;60;48;0.0;0.0;5.25;0;374
20230116 090029.891499;1673856029.891499;False;0;0.5;0;374.5;0.0;0.0;0.0;55.078125;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;4.5;0;378
20230116 090030.900501;1673856030.900501;False;0;0.5;0.5;375.0;0.0;0.0;0.0;55.078125;8.16;0.1875;0.0;110;33;0;60;48;0.0;0.0;3.5;0;378
20230116 090031.916401;1673856031.916401;False;0;10.5;0.5;375.0;0.0;0.0;0.0;55.078125;8.16;0.1875;0.0;110;33;0;60;48;0.0;0.0;3.0;0;378
20230116 090032.931169;1673856032.931169;False;0;0.5;0;375.0;0.0;0.0;0.0;55.078125;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;2.5;0;378
20230116 090033.945120;1673856033.94512;False;0;0.5;0.5;375.0;0.0;0.0;0.0;55.078125;8.16;0.1875;0.0;110;33;0;60;48;0.0;0.0;2.0;0;378
20230116 090034.961066;1673856034.961066;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;1.5;0;378
20230116 090035.972207;1673856035.972207;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;1.25;0;378
20230116 090036.987416;1673856036.987416;False;0;0.5;0;375.5;0.0;0.0;0.0;55.078125;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;1.0;0;378
20230116 090037.999854;1673856037.999854;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;0.75;0;378
20230116 090039.014489;1673856039.014489;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;0.75;0;378
20230116 090040.031338;1673856040.031338;False;0;0.5;0;375.5;0.0;0.0;0.0;55.078125;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.5;0;378
20230116 090041.044014;1673856041.044014;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;0.5;0;378
20230116 090042.068342;1673856042.068342;False;0;0.5;0;375.5;0.0;0.0;0.0;55.078125;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.25;0;378
20230116 090043.083451;1673856043.083451;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;0.25;0;378
20230116 090044.094972;1673856044.094972;False;0;0.5;0.5;375.5;0.0;0.0;0.0;55.078125;8.16;0.18775;0.0;110;33;0;60;48;0.0;0.0;0.25;0;378
20230116 090045.108681;1673856045.108681;False;0;0.5;1.0;376.0;0.0;0.0;0.0;55.078125;8.16;0.376;0.0;110;33;0;60;48;0.0;0.0;0.25;0;378
20230116 090046.122824;1673856046.122824;False;0;0.5;0.5;376.0;0.0;0.0;0.0;55.078125;8.16;0.188;0.0;110;33;0;60;48;0.0;0.0;0.25;0;378
20230116 090047.143423;1673856047.143423;False;0;0.5;1.0;376.0;0.0;0.0;0.0;55.078125;8.16;0.376;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090048.160441;1673856048.160441;False;15.5;30.5;0;375.5;0.0;0.0;0.0;55.078125;8.16;0.0;0.049506264232819154;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090049.175886;1673856049.175886;False;61.0;167.5;-3.5;375.0;2.29;2.465;0.0;55.078125;8.16;-1.3125;1.0699740979351235;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090050.191485;1673856050.191485;False;55.5;385.5;-7.5;374.0;5.71;5.885;5.55;55.078125;8.16;-2.805;2.240505340723901;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090051.207767;1673856051.207767;False;96.5;614.5;-18.5;372.0;9.42;8.645;8.65;55.078125;8.16;-6.882;6.209802938779485;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090052.218402;1673856052.218402;False;72.0;929.5;-22.0;370.5;15.03;12.82;13.34;55.078125;8.16;-8.151;7.0082648916281105;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090053.232460;1673856053.23246;False;24.0;1042.5;-9.0;373.5;17.075;14.845;15.29;55.078125;8.16;-3.3615;2.620088273093888;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090054.249677;1673856054.249677;False;-7.0;1048.5;2.0;376.0;16.42;15.17;15.13;55.078125;8.16;0.752;-0.768590642700743;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090055.269304;1673856055.269304;False;-49.0;895.5;10.0;377.5;14.045;13.415;13.15;55.078125;8.16;3.775;-4.595050494773111;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090056.280943;1673856056.280943;False;-39.0;662.5;7.5;377.5;10.14;10.03;9.61;55.078125;8.16;2.83125;-2.7056966729042093;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090057.293784;1673856057.293784;False;6.5;682.5;0;376.0;9.525;9.615;9.16;55.078125;8.16;0.0;0.46456301364959063;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090058.304089;1673856058.304089;False;-0.5;671.5;0.0;376.0;10.34;10.51;9.99;55.078125;8.16;0.0;-0.03515965778142576;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090059.316976;1673856059.316976;False;-1.5;621.5;0.5;376.0;9.42;9.695;9.15;55.078125;8.16;0.188;-0.09762499171030282;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090100.334226;1673856060.334226;False;-3.0;496.5;1.5;376.5;7.315;7.485;7.09;55.078125;8.16;0.56475;-0.15598007525073326;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090101.346794;1673856061.346794;False;9.5;333.5;-0.5;376.0;4.56;5.4;4.77;55.078125;8.16;-0.188;0.33177836415786205;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090102.365146;1673856062.365146;False;81.0;357.5;-9.5;374.0;5.12;5.515;5.09;55.078125;8.16;-3.553;3.0324223088775484;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090103.385456;1673856063.385456;False;54.5;522.5;-9.5;374.0;7.03;8.46;7.41;55.078125;8.16;-3.553;2.982025926726212;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090104.399912;1673856064.399912;False;77.5;661.5;-16.0;372.5;8.88;11.18;9.61;55.078125;8.16;-5.96;5.368589145903258;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090105.416701;1673856065.416701;False;108.5;935.5;-32.5;369.0;12.885;15.16;13.44;55.078125;8.16;-11.9925;10.629238404216926;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090106.426941;1673856066.426941;False;94.0;1223.5;-37.0;367.5;18.175;18.825;17.73;54.98046875;8.16;-13.5975;12.043714316556951;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090107.435141;1673856067.435141;False;68.0;1428.5;-30.0;369.0;21.685;21.475;20.68;54.98046875;8.16;-11.07;10.17226757281351;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090108.448279;1673856068.448279;False;41.5;1562.5;-19.5;371.0;23.69;23.565;22.64;54.98046875;8.16;-7.2345;6.790421621040438;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090109.472491;1673856069.472491;False;8.0;1595.5;-6.5;373.5;24.52;24.17;23.33;54.98046875;8.16;-2.42775;1.3366429543473373;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090110.483500;1673856070.4835;False;-12.5;1500.5;4.0;376.5;23.015;22.26;21.69;54.98046875;8.16;1.506;-1.9641499069631188;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090111.501539;1673856071.501539;False;-11.0;1364.5;3.0;376.0;21.605;19.56;19.72;54.98046875;8.16;1.128;-1.5717911644685332;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090112.519658;1673856072.519658;False;29.5;1332.5;-8.5;374.5;21.245;18.66;19.12;54.98046875;8.16;-3.18325;4.116402674059926;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090113.532959;1673856073.532959;False;86.0;1484.5;-37.5;368.0;23.685;21.125;21.47;54.98046875;8.16;-13.8;13.369256976861605;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090114.546253;1673856074.546253;False;-11.5;1566.5;3.0;376.0;24.395;22.985;22.7;54.98046875;8.16;1.128;-1.8865002085418907;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090115.559282;1673856075.559282;False;-64.5;1338.5;20.0;380.0;20.805;20.415;19.75;54.98046875;8.16;7.6;-9.040796798684367;110;33;0;60;48;0.0;0.0;0.0;0;382
20230116 090116.570526;1673856076.570526;False;-1.0;1126.5;1.5;376.5;18.185;15.55;16.16;54.98046875;8.16;0.56475;-0.11796680414229674;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090117.586322;1673856077.586322;False;38.0;1239.5;-15.5;372.5;20.25;16.845;17.77;54.98046875;8.16;-5.77375;4.932405185891095;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090118.601305;1673856078.601305;False;31.0;1318.5;-12.5;373.0;20.78;19.005;19.06;54.98046875;8.16;-4.6625;4.280262910883414;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090119.611991;1673856079.611991;False;73.0;1531.5;-35.5;368.5;23.565;22.87;22.25;54.8828125;8.16;-13.08175;11.707616262500403;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090120.626201;1673856080.626201;False;82.0;1822.5;-48.0;365.5;27.385;27.305;26.2;54.8828125;8.16;-17.544;15.649843803857555;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090121.634834;1673856081.634834;False;61.0;2112.5;-38.5;366.5;31.935;31.975;30.62;54.8828125;8.16;-14.11025;13.494449444107158;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090122.646769;1673856082.646769;False;-13.0;2220.5;6.5;376.0;33.435;33.63;32.13;54.78515625;8.16;2.444;-3.022892811161659;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090123.659486;1673856083.659486;False;-14.0;2140.5;7.0;376.5;32.255;32.505;31.03;54.8828125;8.16;2.6355;-3.138136901670844;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090124.673230;1673856084.67323;False;-11.5;2060.5;6.5;376.5;31.27;30.875;29.78;54.8828125;8.16;2.44725;-2.481413137376678;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090125.689738;1673856085.689738;False;-11.5;2001.5;5.5;377.0;30.09;30.385;28.98;54.8828125;8.16;2.0735;-2.410360783527989;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090126.703279;1673856086.703279;False;58.5;1947.5;-29.5;371.0;29.1;29.91;28.27;54.8828125;8.16;-10.9445;11.930590801088938;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090127.715039;1673856087.715039;False;39.5;2082.5;-24.0;370.0;31.975;31.36;30.34;54.78515625;8.16;-8.88;8.614116156449311;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090128.732144;1673856088.732144;False;37.0;2163.5;-22.0;370.5;33.15;32.175;31.3;54.78515625;8.16;-8.151;8.382764037451205;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090129.745807;1673856089.745807;False;39.5;2275.5;-29.0;369.0;34.715;34.005;32.93;54.78515625;8.16;-10.701;9.41244720960404;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090130.759522;1673856090.759522;False;33.5;2356.5;-26.0;369.5;35.69;35.415;34.07;54.78515625;8.16;-9.607;8.26686544847252;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090131.772640;1673856091.77264;False;33.0;2428.5;-25.0;370.0;36.645;36.695;35.14;54.78515625;8.16;-9.25;8.392293535167093;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090132.783275;1673856092.783275;False;24.5;2484.5;-21.5;370.5;37.34;37.47;35.85;54.6875;8.16;-7.96575;6.374317674072469;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090133.793216;1673856093.793216;False;23.0;2516.5;-15.0;372.0;38.02;38.2;36.52;54.6875;8.16;-5.58;6.061127066448347;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090134.802899;1673856094.802899;False;0.0;2525.5;-0.5;375.0;37.805;37.72;36.19;54.6875;8.16;-0.1875;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090135.813884;1673856095.813884;False;-6.5;2443.5;0.0;375.5;38.375;37.275;36.25;54.6875;8.16;0.0;-1.663237690626776;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090136.827164;1673856096.827164;False;-12.0;2342.5;7.5;377.0;35.355;35.55;33.97;54.6875;8.16;2.8275;-2.943672316413636;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090137.839368;1673856097.839368;False;-11.5;2248.5;6.5;377.0;34.03;34.045;32.62;54.6875;8.16;2.4505;-2.7078172479453824;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090138.850554;1673856098.850554;False;-10.5;2147.5;6.5;377.0;32.59;32.61;31.24;54.6875;8.16;2.4505;-2.3612995782544286;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090139.867292;1673856099.867292;False;21.0;2090.5;-14.0;373.0;31.485;31.56;30.21;54.6875;8.16;-5.222;4.597249609630624;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090140.881179;1673856100.881179;False;13.0;2100.5;-8.0;374.0;31.695;31.945;30.49;54.6875;8.16;-2.992;2.8595299931749896;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090141.894747;1673856101.894747;False;7.5;2078.5;-2.5;374.5;31.38;31.48;30.12;54.6875;8.16;-0.93625;1.6324500826215962;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090142.902703;1673856102.902703;False;0.0;2038.5;-1.0;375.5;31.0;31.005;29.71;54.6875;8.16;-0.3755;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090143.916252;1673856103.916252;False;-12.5;1967.5;5.5;377.0;29.83;29.755;28.55;54.6875;8.16;2.0735;-2.5754514774741324;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090144.927831;1673856104.927831;False;-8.0;1866.5;4.5;377.0;28.29;28.32;27.12;54.6875;8.16;1.6965;-1.5636753834467598;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090145.951023;1673856105.951023;False;-13.0;1788.5;5.0;377.0;26.9;26.995;25.82;54.6875;8.16;1.885;-2.434786666409649;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090146.964583;1673856106.964583;False;-13.0;1705.5;4.0;377.0;25.705;25.57;24.56;54.6875;8.16;1.508;-2.3217940506355363;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090147.972484;1673856107.972484;False;-41.0;1557.5;16.0;379.0;23.79;23.8;22.8;54.6875;8.16;6.064;-6.687141762553674;110;33;0;60;48;0.0;0.0;0.0;0;382
20230116 090148.989838;1673856108.989838;False;-5.5;1414.5;3.5;377.0;21.52;21.26;20.49;54.78515625;8.16;1.3195;-0.8146935148921731;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090149.999830;1673856109.99983;False;29.5;1462.5;-14.5;373.0;22.045;21.795;21.01;54.6875;8.16;-5.4085;4.518002934943822;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090151.009702;1673856111.009702;False;19.0;1430.5;-8.0;374.0;21.42;21.93;20.77;54.6875;8.16;-2.992;2.846230584274793;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090152.026708;1673856112.026708;False;39.0;1360.5;-14.5;373.0;19.785;21.34;19.7;54.6875;8.16;-5.4085;5.556377846771588;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090153.034068;1673856113.034068;False;72.0;1364.5;-29.0;369.5;19.735;21.61;19.81;54.6875;8.16;-10.7155;10.288087621975853;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090154.048626;1673856114.048626;False;62.0;1433.5;-26.5;370.0;21.18;22.26;20.81;54.6875;8.16;-9.805;9.307177675770001;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090155.058316;1673856115.058316;False;54.0;1598.5;-28.5;369.0;23.985;24.04;23.01;54.6875;8.16;-10.5165;9.039304542173912;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090156.067344;1673856116.067344;False;5.5;1649.5;-6.0;373.5;25.275;24.905;24.04;54.58984375;8.16;-2.241;0.9500437983843334;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090157.075916;1673856117.075916;False;-7.5;1589.5;4.0;376.5;24.175;24.035;23.1;54.58984375;8.16;1.506;-1.248390380720244;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090158.089511;1673856118.089511;False;-39.0;1457.5;11.5;378.0;22.175;22.085;21.2;54.6875;8.16;4.347;-5.95253268038926;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090159.102387;1673856119.102387;False;-67.5;1002.5;19.5;380.0;14.765;14.895;14.21;54.6875;8.16;7.41;-7.086254929253478;110;33;0;60;48;0.0;0.0;0.0;0;382
20230116 090200.118233;1673856120.118233;False;-35.5;785.5;6.5;377.5;11.52;12.395;11.46;54.6875;8.16;2.45375;-2.9201365514504922;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090201.129367;1673856121.129367;False;-3.0;669.5;0;376.0;8.93;11.225;9.65;54.6875;8.16;0.0;-0.21032962815783668;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090202.145389;1673856122.145389;False;17.5;585.5;-2.5;375.5;7.65;9.975;8.44;54.6875;8.16;-0.93875;1.0729847908948138;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090203.159487;1673856123.159487;False;0;535.5;1.0;376.0;7.035;8.7;7.53;54.6875;8.16;0.376;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090204.167649;1673856124.167649;False;9.0;381.5;0;376.0;5.565;6.32;5.69;54.6875;8.16;0.0;0.35955527920335184;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090205.184630;1673856125.18463;False;18.0;231.5;-1.0;376.0;3.505;3.505;3.35;54.6875;8.16;-0.376;0.43636721958362223;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090206.200456;1673856126.200456;False;21.0;211.5;-1.0;376.0;3.26;3.235;3.11;54.6875;8.16;-0.376;0.4651127923639688;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090207.214465;1673856127.214465;False;65.0;252.5;-6.0;375.0;3.57;3.635;3.45;54.6875;8.16;-2.25;1.7187129809014159;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090208.226934;1673856128.226934;False;44.5;423.5;-5.0;375.0;6.305;6.37;6.07;54.6875;8.16;-1.875;1.9735223250463283;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090209.239952;1673856129.239952;False;3.5;489.5;0.0;376.0;7.475;7.535;7.19;54.6875;8.16;0.0;0.17941112045875712;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090210.259034;1673856130.259034;False;1.0;489.5;0;376.5;7.21;7.185;6.89;54.6875;8.16;0.0;0.05126032013107346;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090211.271014;1673856131.271014;False;5.5;406.5;0.0;376.5;6.185;6.29;5.97;54.6875;8.16;0.0;0.23412719250877934;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090212.288440;1673856132.28844;False;15.5;234.5;-0.5;376.0;3.615;3.51;3.41;54.6875;8.16;-0.188;0.38063012992118334;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090213.307398;1673856133.307398;False;43.0;0.5;-0.5;376.0;0.0;0.0;0.0;54.6875;8.16;-0.188;0.002251474735072685;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090214.317271;1673856134.317271;False;0;0.5;1.0;376.5;0.0;0.0;0.0;54.6875;8.16;0.3765;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090215.328278;1673856135.328278;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090216.344370;1673856136.34437;False;0;0.5;0;376.5;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090217.362939;1673856137.362939;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090218.373403;1673856138.373403;False;0;0.5;1.0;376.5;0.0;0.0;0.0;54.6875;8.16;0.3765;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090219.385896;1673856139.385896;False;0;0.5;1.0;376.5;0.0;0.0;0.0;54.6875;8.16;0.3765;0.0;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090220.399369;1673856140.399369;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090221.412059;1673856141.412059;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090222.427140;1673856142.42714;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090223.441691;1673856143.441691;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090224.453110;1673856144.45311;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090225.461532;1673856145.461532;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090226.472663;1673856146.472663;False;0;0.5;0.5;376.5;0.0;0.0;0.0;54.6875;8.16;0.18825;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090227.482142;1673856147.482142;False;0;0.5;1.0;376.5;0.0;0.0;0.0;54.6875;8.16;0.3765;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090228.492786;1673856148.492786;False;0;0.5;0;376.5;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090229.506551;1673856149.506551;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090230.521246;1673856150.521246;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090231.534406;1673856151.534406;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
